Course Code,Title,Subject,Course Number,Credits,School,Campus Locations,Prerequisites,Core Requirements,Section #,Instructors,Status,Comments,Time,Weekdays,Meeting Times
04:192:380,PUBLIC SPEAKING,192 - Communication,380,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; Livingston; O,,"ITR: Information Technology and Research, WCr: Writing and Communication, Revision",9D,"RUSEN, BARBARA",CLOSED,"First Day Course Materials Charge.  Go to: firstday.rutgers.edu for more information, Go to http://canvas.rutgers.edu, Online Course, First-year students welcome",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
04:192:390,APPR TO LEADERSHIP,192 - Communication,390,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:192:200 COMMUNICATION THEORY ),WCd: Writing and Communication in a Discipline,01,GIGLIOTTI,CLOSED,"Go to http://canvas.rutgers.edu, Hybrid Section - Some Meetings Online",1550-1710,Tuesday,T: 1550-1710 at CI 101 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:192:407,HEALTH COMMUNICATION,192 - Communication,407,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:192:200 COMMUNICATION THEORY  and 04:192:201 COMMUNICATION IN RELATIONSHIPS  and 04:192:300 COMMUNICATION RESEARCH  and 04:189:102 INTRODUCTION TO MEDIA ) <em> OR </em> (04:192:200 COMMUNICATION THEORY  and 04:192:201 COMMUNICATION IN RELATIONSHIPS  and 04:192:300 COMMUNICATION RESEARCH  and 04:189:103 INFORMATION TECHNOLOGY AND INFORMATICS ),None,01,"VENETIS, MARIA",OPEN,"Go to http://canvas.rutgers.edu, See online schedule for prereqs",1400-1520,Monday,M: 1400-1520 at CI 201 (LEC); W: 1400-1520 at   (ONLINE INSTRUCTION(INTERNET))
04:192:408,HEALTH MSG DESIGN,192 - Communication,408,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:192:200 COMMUNICATION THEORY )<em> AND </em>(04:192:201 COMMUNICATION IN RELATIONSHIPS )<em> AND </em>(04:192:300 COMMUNICATION RESEARCH ),WCd: Writing and Communication in a Discipline,01,"RIVERA, YONAIRA",OPEN,"See online schedule for prereqs, Go to http://canvas.rutgers.edu",1020-1320,Tuesday,T: 1020-1320 at CI 201 (LEC)
04:192:408,HEALTH MSG DESIGN,192 - Communication,408,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:192:200 COMMUNICATION THEORY )<em> AND </em>(04:192:201 COMMUNICATION IN RELATIONSHIPS )<em> AND </em>(04:192:300 COMMUNICATION RESEARCH ),WCd: Writing and Communication in a Discipline,90,MATSAGANIS,OPEN,"See online schedule for prereqs, Online Course, Go to http://canvas.rutgers.edu",1020-1320,Monday,M: 1020-1320 at   (ONLINE INSTRUCTION(INTERNET))
04:192:409,PR MANAGEMENT,192 - Communication,409,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:192:200 COMMUNICATION THEORY )<em> AND </em>(04:192:201 COMMUNICATION IN RELATIONSHIPS )<em> AND </em>(04:192:365 PRINCIPLES OF PUBLIC RELATIONS ),None,01,"CONDON, AMY",OPEN,"See online schedule for prereqs, Hybrid Section - Some Meetings Online, Go to http://canvas.rutgers.edu",1020-1140,Monday,M: 1020-1140 at SC 116 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:192:409,PR MANAGEMENT,192 - Communication,409,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:192:200 COMMUNICATION THEORY )<em> AND </em>(04:192:201 COMMUNICATION IN RELATIONSHIPS )<em> AND </em>(04:192:365 PRINCIPLES OF PUBLIC RELATIONS ),None,90,"CONDON, AMY",OPEN,"Online Course, Go to http://canvas.rutgers.edu",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
04:192:410,"MEDIA,MARKETING&COMM",192 - Communication,410,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue,(04:192:200 COMMUNICATION THEORY )<em> AND </em>(04:192:201 COMMUNICATION IN RELATIONSHIPS )<em> AND </em>(04:192:300 COMMUNICATION RESEARCH ),None,01,"STEWART, LEA",OPEN,"Go to http://canvas.rutgers.edu, See online schedule for prereqs",1210-1510,Wednesday,W: 1210-1510 at CI 212 (LEC)
04:192:410,"MEDIA,MARKETING&COMM",192 - Communication,410,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue,(04:192:200 COMMUNICATION THEORY )<em> AND </em>(04:192:201 COMMUNICATION IN RELATIONSHIPS )<em> AND </em>(04:192:300 COMMUNICATION RESEARCH ),None,02,"BEAL, MARK",CLOSED,"Go to http://canvas.rutgers.edu, See online schedule for prereqs",1020-1320,Tuesday,T: 1020-1320 at HH B5 (LEC)
04:192:411,CRISIS COMMUNICATION,192 - Communication,411,3 (3.0 credits),School of Communication and Information  (Undergraduate),O,(04:192:200 COMMUNICATION THEORY  and 04:192:201 COMMUNICATION IN RELATIONSHIPS  and 04:192:300 COMMUNICATION RESEARCH  and 04:189:102 INTRODUCTION TO MEDIA ) <em> OR </em> (04:192:200 COMMUNICATION THEORY  and 04:192:201 COMMUNICATION IN RELATIONSHIPS  and 04:192:300 COMMUNICATION RESEARCH  and 04:189:103 INFORMATION TECHNOLOGY AND INFORMATICS ),None,90,LINARDOPOULOS,CLOSED,"Online Course, Go to http://canvas.rutgers.edu",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
04:192:412,COMM MGMT MEDIA ORGS,192 - Communication,412,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue,(04:189:101 INTRODUCTION TO COMMUNICATION AND INFORMATION PROCESSES )<em> AND </em>(04:192:200 COMMUNICATION THEORY )<em> AND </em>(04:192:201 COMMUNICATION IN RELATIONSHIPS )<em> AND </em>(04:192:300 COMMUNICATION RESEARCH ),None,01,"WEBER, MATTHEW",OPEN,"Go to http://canvas.rutgers.edu, See online schedule for prereqs",1210-1330,Monday,M: 1210-1330 at CI 101 (LEC); H: 1210-1330 at CI 101 (LEC)
04:192:432,"COMM, TECH & SOCIETY",192 - Communication,432,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue,(04:192:201 COMMUNICATION IN RELATIONSHIPS )<em> AND </em>(04:192:300 COMMUNICATION RESEARCH ),CCO: Our Common Future,01,"SHUGARS, SARAH",OPEN,"Go to http://canvas.rutgers.edu, See online schedule for prereqs",1400-1520,Tuesday,T: 1400-1520 at CI 101 (LEC); H: 1400-1520 at CI 101 (LEC)
04:192:444,LANG/BEHAV&COMMUNIC,192 - Communication,444,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue,(04:192:200 COMMUNICATION THEORY )<em> AND </em>(04:192:300 COMMUNICATION RESEARCH ),None,01,"BOLDEN, GALINA",OPEN,"Go to http://canvas.rutgers.edu, See online schedule for prereqs",1020-1320,Tuesday,T: 1020-1320 at HH B2 (LEC)
04:192:458,LDRSHP GROUPS & ORGS,192 - Communication,458,3 (3.0 credits),School of Communication and Information  (Undergraduate),O,(04:192:200 COMMUNICATION THEORY  and 04:192:201 COMMUNICATION IN RELATIONSHIPS  and 04:192:300 COMMUNICATION RESEARCH  and 04:189:102 INTRODUCTION TO MEDIA ) <em> OR </em> (04:192:200 COMMUNICATION THEORY  and 04:192:201 COMMUNICATION IN RELATIONSHIPS  and 04:192:300 COMMUNICATION RESEARCH  and 04:189:103 INFORMATION TECHNOLOGY AND INFORMATICS ),None,90,"DYE, MARIE",CLOSED,"Go to http://canvas.rutgers.edu, See online schedule for prereqs, Online Course",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
04:192:466,AUDIENC&MARKT ANALYS,192 - Communication,466,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:192:200 COMMUNICATION THEORY )<em> AND </em>(04:192:201 COMMUNICATION IN RELATIONSHIPS )<em> AND </em>(04:192:300 COMMUNICATION RESEARCH ),None,01,"LI, JIANING",OPEN,"Go to http://canvas.rutgers.edu, Hybrid Section - Some Meetings Online",1740-1900,Thursday,H: 1740-1900 at CI 201 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:192:466,AUDIENC&MARKT ANALYS,192 - Communication,466,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:192:200 COMMUNICATION THEORY )<em> AND </em>(04:192:201 COMMUNICATION IN RELATIONSHIPS )<em> AND </em>(04:192:300 COMMUNICATION RESEARCH ),None,90,"HUNTER, KEN",CLOSED,"Online Course, Go to http://canvas.rutgers.edu",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
04:192:470,RESEARCH IN COMMUNIC,192 - Communication,470,3 (3.0 credits),School of Communication and Information  (Undergraduate),N/A,(04:192:200 COMMUNICATION THEORY )<em> AND </em>(04:192:201 COMMUNICATION IN RELATIONSHIPS )<em> AND </em>(04:192:300 COMMUNICATION RESEARCH ),None,01,HOUSEHOLDER,OPEN,See online schedule for prereqs,-,N/A,: - at   (PROJ-IND)
04:192:472,TOPICS IN COMM V,192 - Communication,472,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:192:200 COMMUNICATION THEORY )<em> AND </em>(04:192:201 COMMUNICATION IN RELATIONSHIPS )<em> AND </em>(04:192:300 COMMUNICATION RESEARCH ),None,01,"BEAL, MARK",OPEN,"Go to http://canvas.rutgers.edu, Hybrid Section - Some Meetings Online",1550-1710,Thursday,H: 1550-1710 at CI 103 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:192:491,IND STUDY COMMUNIC,192 - Communication,491,None (Credits by arrangement),School of Communication and Information  (Undergraduate),N/A,(04:192:200 COMMUNICATION THEORY )<em> AND </em>(04:192:201 COMMUNICATION IN RELATIONSHIPS )<em> AND </em>(04:192:300 COMMUNICATION RESEARCH ),None,01,,OPEN,See online schedule for prereqs,-,N/A,: - at   (PROJ-IND)
04:192:492,IND STUDY COMMUNIC,192 - Communication,492,None (Credits by arrangement),School of Communication and Information  (Undergraduate),N/A,(04:192:200 COMMUNICATION THEORY )<em> AND </em>(04:192:201 COMMUNICATION IN RELATIONSHIPS )<em> AND </em>(04:192:300 COMMUNICATION RESEARCH ),None,01,,OPEN,See online schedule for prereqs,-,N/A,: - at   (PROJ-IND)
04:192:493,SENIOR THESIS IND I,192 - Communication,493,3 (3.0 credits),School of Communication and Information  (Undergraduate),N/A,(04:192:200 COMMUNICATION THEORY  and 04:192:201 COMMUNICATION IN RELATIONSHIPS  and 04:192:300 COMMUNICATION RESEARCH  and 04:189:102 INTRODUCTION TO MEDIA ) <em> OR </em> (04:192:200 COMMUNICATION THEORY  and 04:192:201 COMMUNICATION IN RELATIONSHIPS  and 04:192:300 COMMUNICATION RESEARCH  and 04:189:103 INFORMATION TECHNOLOGY AND INFORMATICS ),None,01,,OPEN,See online schedule for prereqs,-,N/A,: - at   (PROJ-IND)
04:192:494,SENIOR THESIS II,192 - Communication,494,3 (3.0 credits),School of Communication and Information  (Undergraduate),N/A,(04:192:200 COMMUNICATION THEORY  and 04:192:201 COMMUNICATION IN RELATIONSHIPS  and 04:192:300 COMMUNICATION RESEARCH  and 04:189:102 INTRODUCTION TO MEDIA ) <em> OR </em> (04:192:200 COMMUNICATION THEORY  and 04:192:201 COMMUNICATION IN RELATIONSHIPS  and 04:192:300 COMMUNICATION RESEARCH  and 04:189:103 INFORMATION TECHNOLOGY AND INFORMATICS ),None,01,,OPEN,See online schedule for prereqs,-,N/A,: - at   (PROJ-IND)
04:192:495,APPLIED STUDY IN COM,192 - Communication,495,3 (3.0 credits),School of Communication and Information  (Undergraduate),N/A,(04:192:200 COMMUNICATION THEORY  and 04:192:201 COMMUNICATION IN RELATIONSHIPS  and 04:192:300 COMMUNICATION RESEARCH  and 04:189:102 INTRODUCTION TO MEDIA ) <em> OR </em> (04:192:200 COMMUNICATION THEORY  and 04:192:201 COMMUNICATION IN RELATIONSHIPS  and 04:192:300 COMMUNICATION RESEARCH  and 04:189:103 INFORMATION TECHNOLOGY AND INFORMATICS ),None,01,,OPEN,See online schedule for prereqs,-,N/A,: - at   (PROJ-IND)
04:547:200,SOCIAL INFORMATICS,547 - Information Technology and Informatics,200,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:189:103 INFORMATION TECHNOLOGY AND INFORMATICS ),None,01,"PASCAL, CONNIE",CLOSED,"Go to http://canvas.rutgers.edu, Hybrid Section - Some Meetings Online",1020-1140,Thursday,H: 1020-1140 at CI 101 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:200,SOCIAL INFORMATICS,547 - Information Technology and Informatics,200,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:189:103 INFORMATION TECHNOLOGY AND INFORMATICS ),None,02,MULLER,CLOSED,"Go to http://canvas.rutgers.edu, Hybrid Section - Some Meetings Online",1930-2050,Monday,M: 1930-2050 at FH A1 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:200,SOCIAL INFORMATICS,547 - Information Technology and Informatics,200,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:189:103 INFORMATION TECHNOLOGY AND INFORMATICS ),None,03,MULLER,CLOSED,"Go to http://canvas.rutgers.edu, Hybrid Section - Some Meetings Online",1740-1900,Wednesday,W: 1740-1900 at HH A2 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:200,SOCIAL INFORMATICS,547 - Information Technology and Informatics,200,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:189:103 INFORMATION TECHNOLOGY AND INFORMATICS ),None,04,"KIM, GOUN",CLOSED,"Go to http://canvas.rutgers.edu, Hybrid Section - Some Meetings Online",1400-1520,Tuesday,T: 1400-1520 at SC 119 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:200,SOCIAL INFORMATICS,547 - Information Technology and Informatics,200,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:189:103 INFORMATION TECHNOLOGY AND INFORMATICS ),None,05,"KIM, GOUN",OPEN,"Go to http://canvas.rutgers.edu, Hybrid Section - Some Meetings Online",1550-1710,Thursday,H: 1550-1710 at CA A5 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:200,SOCIAL INFORMATICS,547 - Information Technology and Informatics,200,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:189:103 INFORMATION TECHNOLOGY AND INFORMATICS ),None,06,BARCLAY-PLATENB,CLOSED,"Hybrid Section - Some Meetings Online, Go to http://canvas.rutgers.edu",1210-1330,Wednesday,W: 1210-1330 at HH A3 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:200,SOCIAL INFORMATICS,547 - Information Technology and Informatics,200,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:189:103 INFORMATION TECHNOLOGY AND INFORMATICS ),None,07,BARCLAY-PLATENB,OPEN,"Hybrid Section - Some Meetings Online, Go to http://canvas.rutgers.edu",1210-1330,Monday,M: 1210-1330 at SC 207 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:200,SOCIAL INFORMATICS,547 - Information Technology and Informatics,200,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:189:103 INFORMATION TECHNOLOGY AND INFORMATICS ),None,11,"KIM, GOUN",CLOSED,"Go to http://canvas.rutgers.edu, Hybrid Section - Some Meetings Online",1400-1520,Monday,M: 1400-1520 at SC 221 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:201,IT FUNDAMENTALS,547 - Information Technology and Informatics,201,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:189:103 INFORMATION TECHNOLOGY AND INFORMATICS ),None,01,TRIVEDI,OPEN,"Go to http://canvas.rutgers.edu, Hybrid Section - Some Meetings Online",1020-1140,Tuesday,T: 1020-1140 at CI 119 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:201,IT FUNDAMENTALS,547 - Information Technology and Informatics,201,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:189:103 INFORMATION TECHNOLOGY AND INFORMATICS ),None,02,TRIVEDI,OPEN,"Go to http://canvas.rutgers.edu, Hybrid Section - Some Meetings Online",1400-1520,Tuesday,T: 1400-1520 at CI 119 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:201,IT FUNDAMENTALS,547 - Information Technology and Informatics,201,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:189:103 INFORMATION TECHNOLOGY AND INFORMATICS ),None,03,PICHUGIN,CLOSED,"Hybrid Section - Some Meetings Online, Go to http://canvas.rutgers.edu",1210-1330,Monday,M: 1210-1330 at CI 119 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:201,IT FUNDAMENTALS,547 - Information Technology and Informatics,201,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:189:103 INFORMATION TECHNOLOGY AND INFORMATICS ),None,04,PICHUGIN,CLOSED,"Hybrid Section - Some Meetings Online, Go to http://canvas.rutgers.edu",1210-1330,Tuesday,T: 1210-1330 at CI 119 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:201,IT FUNDAMENTALS,547 - Information Technology and Informatics,201,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:189:103 INFORMATION TECHNOLOGY AND INFORMATICS ),None,05,"UPDALE, WILLIAM",CLOSED,"Hybrid Section - Some Meetings Online, Go to http://canvas.rutgers.edu",1740-1900,Monday,M: 1740-1900 at CI 119 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:201,IT FUNDAMENTALS,547 - Information Technology and Informatics,201,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:189:103 INFORMATION TECHNOLOGY AND INFORMATICS ),None,06,PICHUGIN,OPEN,"Hybrid Section - Some Meetings Online, Go to http://canvas.rutgers.edu",1210-1330,Wednesday,W: 1210-1330 at CI 119 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:201,IT FUNDAMENTALS,547 - Information Technology and Informatics,201,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:189:103 INFORMATION TECHNOLOGY AND INFORMATICS ),None,07,PICHUGIN,CLOSED,"Hybrid Section - Some Meetings Online, Go to http://canvas.rutgers.edu",1400-1520,Wednesday,W: 1400-1520 at CI 119 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:201,IT FUNDAMENTALS,547 - Information Technology and Informatics,201,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:189:103 INFORMATION TECHNOLOGY AND INFORMATICS ),None,09,"ORBE, WILLIAM",OPEN,"Go to http://canvas.rutgers.edu, Hybrid Section - Some Meetings Online",1020-1140,Friday,F: 1020-1140 at CI 119 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:201,IT FUNDAMENTALS,547 - Information Technology and Informatics,201,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:189:103 INFORMATION TECHNOLOGY AND INFORMATICS ),None,10,"LEVINE, MARK",OPEN,"Hybrid Section - Some Meetings Online, Go to http://canvas.rutgers.edu",1210-1330,Friday,F: 1210-1330 at CI 119 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:201,IT FUNDAMENTALS,547 - Information Technology and Informatics,201,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:189:103 INFORMATION TECHNOLOGY AND INFORMATICS ),None,11,"UPDALE, WILLIAM",OPEN,"Go to http://canvas.rutgers.edu, Hybrid Section - Some Meetings Online",1930-2050,Monday,M: 1930-2050 at CI 119 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:202,OBJECT-ORIENTED PROG,547 - Information Technology and Informatics,202,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:547:201 INFORMATION TECHNOLOGY FUNDAMENTALS ),None,01,"SEGAL, MARK",OPEN,"See online schedule for prereqs, Go to http://canvas.rutgers.edu, Hybrid Section - Some Meetings Online",1550-1710,Tuesday,T: 1550-1710 at CI 119 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:202,OBJECT-ORIENTED PROG,547 - Information Technology and Informatics,202,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:547:201 INFORMATION TECHNOLOGY FUNDAMENTALS ),None,02,"AHMED, EIMAN",CLOSED,"Hybrid Section - Some Meetings Online, Go to http://canvas.rutgers.edu",1550-1710,Thursday,H: 1550-1710 at CI 119 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:202,OBJECT-ORIENTED PROG,547 - Information Technology and Informatics,202,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:547:201 INFORMATION TECHNOLOGY FUNDAMENTALS ),None,03,"AHMED, EIMAN",CLOSED,"Hybrid Section - Some Meetings Online, Go to http://canvas.rutgers.edu",1020-1140,Monday,M: 1020-1140 at CI 119 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:202,OBJECT-ORIENTED PROG,547 - Information Technology and Informatics,202,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:547:201 INFORMATION TECHNOLOGY FUNDAMENTALS ),None,04,"SEGAL, MARK",CLOSED,"Hybrid Section - Some Meetings Online, Go to http://canvas.rutgers.edu",1740-1900,Tuesday,T: 1740-1900 at CI 119 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:202,OBJECT-ORIENTED PROG,547 - Information Technology and Informatics,202,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:547:201 INFORMATION TECHNOLOGY FUNDAMENTALS ),None,05,GARIMELLA,CLOSED,"Go to http://canvas.rutgers.edu, Hybrid Section - Some Meetings Online",1020-1140,Thursday,H: 1020-1140 at CI 119 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:202,OBJECT-ORIENTED PROG,547 - Information Technology and Informatics,202,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:547:201 INFORMATION TECHNOLOGY FUNDAMENTALS ),None,06,"AHMED, EIMAN",CLOSED,"Hybrid Section - Some Meetings Online, Go to http://canvas.rutgers.edu",1210-1330,Thursday,H: 1210-1330 at CI 119 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:202,OBJECT-ORIENTED PROG,547 - Information Technology and Informatics,202,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:547:201 INFORMATION TECHNOLOGY FUNDAMENTALS ),None,07,SCHMEDING,CLOSED,"Go to http://canvas.rutgers.edu, Hybrid Section - Some Meetings Online",1550-1710,Wednesday,W: 1550-1710 at CI 119 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:202,OBJECT-ORIENTED PROG,547 - Information Technology and Informatics,202,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:547:201 INFORMATION TECHNOLOGY FUNDAMENTALS ),None,08,SCHMEDING,CLOSED,"Go to http://canvas.rutgers.edu, Hybrid Section - Some Meetings Online",1740-1900,Friday,F: 1740-1900 at CI 119 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:202,OBJECT-ORIENTED PROG,547 - Information Technology and Informatics,202,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,(04:547:201 INFORMATION TECHNOLOGY FUNDAMENTALS ),None,09,"SEGAL, MARK",CLOSED,Go to http://canvas.rutgers.edu,1930-2050,Monday,M: 1930-2050 at CI 103 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:210,MGMT TECHNOLOGIC ORG,547 - Information Technology and Informatics,210,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,,None,01,SCHMADEL,CLOSED,"Hybrid Section - Some Meetings Online, Go to http://canvas.rutgers.edu",1400-1520,Monday,M: 1400-1520 at SC 119 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:210,MGMT TECHNOLOGIC ORG,547 - Information Technology and Informatics,210,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,,None,02,"AMMARI, TAWFIQ",CLOSED,"Go to http://canvas.rutgers.edu, Hybrid Section - Some Meetings Online",1400-1520,Tuesday,T: 1400-1520 at SC 202 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:210,MGMT TECHNOLOGIC ORG,547 - Information Technology and Informatics,210,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,,None,03,"MISHLER, MARK",OPEN,"Hybrid Section - Some Meetings Online, Go to http://canvas.rutgers.edu",1020-1140,Wednesday,W: 1020-1140 at MU 111 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:210,MGMT TECHNOLOGIC ORG,547 - Information Technology and Informatics,210,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,,None,04,"MISHLER, MARK",CLOSED,"Hybrid Section - Some Meetings Online, Go to http://canvas.rutgers.edu",1210-1330,Monday,M: 1210-1330 at MU 114 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:210,MGMT TECHNOLOGIC ORG,547 - Information Technology and Informatics,210,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,,None,06,LUCIANI,CLOSED,"Go to http://canvas.rutgers.edu, Hybrid Section - Some Meetings Online",1020-1140,Friday,F: 1020-1140 at MU 115 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:210,MGMT TECHNOLOGIC ORG,547 - Information Technology and Informatics,210,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,,None,07,LUCIANI,CLOSED,"Go to http://canvas.rutgers.edu, Hybrid Section - Some Meetings Online",1020-1140,Wednesday,W: 1020-1140 at MU 212 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:210,MGMT TECHNOLOGIC ORG,547 - Information Technology and Informatics,210,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,,None,09,"MISHLER, MARK",CLOSED,"Go to http://canvas.rutgers.edu, Hybrid Section - Some Meetings Online",1020-1140,Monday,M: 1020-1140 at MU 114 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:210,MGMT TECHNOLOGIC ORG,547 - Information Technology and Informatics,210,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,,None,10,LUCIANI,CLOSED,"Go to http://canvas.rutgers.edu, Hybrid Section - Some Meetings Online",1210-1330,Wednesday,W: 1210-1330 at MU 211 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:215,SOC IMPACTVIDEO GAME,547 - Information Technology and Informatics,215,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,,None,01,"MATOS, ARCADIO",CLOSED,"Hybrid Section - Some Meetings Online, Go to http://canvas.rutgers.edu",1400-1520,Tuesday,T: 1400-1520 at MU 115 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:215,SOC IMPACTVIDEO GAME,547 - Information Technology and Informatics,215,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,,None,03,"RUHL, JOHN",OPEN,"Go to http://canvas.rutgers.edu, Hybrid Section - Some Meetings Online",1930-2050,Tuesday,T: 1930-2050 at MU 111 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
04:547:215,SOC IMPACTVIDEO GAME,547 - Information Technology and Informatics,215,3 (3.0 credits),School of Communication and Information  (Undergraduate),College Avenue; O,,None,04,WILLOUGHBY-LITT,CLOSED,"Hybrid Section - Some Meetings Online, Go to http://canvas.rutgers.edu",1930-2050,Tuesday,T: 1930-2050 at MU 115 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
